detector	pdb_id	partner	topology	orig_rank	removed_rank	rank_change	orig_score	removed_score	score_change	jaccard	overlap_coef	centroid_dist	n_shared_target_res	n_target_res_orig	n_target_res_removed	orig_class	fusion_assoc_above_in_original	orig_recovers_ref	removed_recovers_ref
fpocket	4N6H	BRIL	TERMINAL_N	17	11	6	-0.008	-0.008	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	18	12	6	-0.009	-0.009	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	19	13	6	-0.019	-0.019	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	20	14	6	-0.021	-0.021	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	21	15	6	-0.026	-0.026	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	22	16	6	-0.028	-0.028	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	23	17	6	-0.032	-0.032	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	24	18	6	-0.045	-0.045	0.0	1.0	1.0	0.0	13	13	13	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	25	19	6	-0.066	-0.066	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	26	20	6	-0.091	-0.091	0.0	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	6	False	False
fpocket	4N6H	BRIL	TERMINAL_N	28	21	7	-0.098	-0.098	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	7	False	False
fpocket	4N6H	BRIL	TERMINAL_N	29	22	7	-0.099	-0.099	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	7	False	False
fpocket	4N6H	BRIL	TERMINAL_N	30	23	7	-0.143	-0.143	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	7	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	1	19	-18	0.173	-0.11	-0.283	0.917	1.0	1.31	11	11	12	INTERFACE	0	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	3	1	2	0.085	0.085	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	1	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	4	2	2	0.085	0.085	0.0	1.0	1.0	0.0	39	39	39	TARGET_DOMINATED	1	True	True
fpocket	4Z35	BRIL	INTERNAL_INSERTION	7	3	4	0.016	0.016	0.0	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	3	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	9	4	5	0.008	0.008	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	4	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	10	5	5	-0.0	-0.0	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	4	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	11	6	5	-0.01	-0.01	0.0	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	4	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	12	7	5	-0.014	-0.014	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	4	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	13	8	5	-0.023	-0.023	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	4	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	16	9	7	-0.047	-0.047	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	17	10	7	-0.061	-0.061	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	18	13	5	-0.064	-0.075	-0.010999999999999996	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	19	11	8	-0.067	-0.067	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	20	12	8	-0.068	-0.068	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	21	14	7	-0.093	-0.093	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	22	15	7	-0.099	-0.099	0.0	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	23	16	7	-0.104	-0.104	0.0	1.0	1.0	0.0	4	4	4	UNASSIGNED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	24	17	7	-0.107	-0.107	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	25	18	7	-0.108	-0.108	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	26	20	6	-0.112	-0.112	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	4Z35	BRIL	INTERNAL_INSERTION	27	21	6	-0.148	-0.148	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	4	1	3	0.037	0.46	0.42300000000000004	1.0	1.0	0.0	18	18	18	TARGET_DOMINATED	3	False	False
fpocket	5AZA	MBP	TERMINAL_N	8	16	-8	-0.021	0.117	0.138	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	4	False	False
fpocket	5AZA	MBP	TERMINAL_N	10	5	5	-0.028	0.248	0.276	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	11	15	-4	-0.029	0.118	0.147	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	12	7	5	-0.041	0.195	0.23600000000000002	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	13	4	9	-0.041	0.274	0.315	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	14	18	-4	-0.049	0.109	0.158	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	15	3	12	-0.051	0.274	0.325	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	16	8	8	-0.06	0.176	0.236	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	17	25	-8	-0.062	0.086	0.148	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	5AZA	MBP	TERMINAL_N	20	26	-6	-0.065	0.082	0.14700000000000002	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	7	False	False
fpocket	5AZA	MBP	TERMINAL_N	21	2	19	-0.067	0.288	0.355	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	7	False	False
fpocket	5AZA	MBP	TERMINAL_N	22	11	11	-0.067	0.14	0.20700000000000002	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	7	False	False
fpocket	5AZA	MBP	TERMINAL_N	23	22	1	-0.069	0.098	0.167	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	7	False	False
fpocket	5AZA	MBP	TERMINAL_N	24	29	-5	-0.074	0.064	0.138	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	7	False	False
fpocket	5AZA	MBP	TERMINAL_N	26	28	-2	-0.076	0.072	0.148	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	8	False	False
fpocket	5AZA	MBP	TERMINAL_N	28	17	11	-0.084	0.113	0.197	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	9	False	False
fpocket	5AZA	MBP	TERMINAL_N	30	21	9	-0.085	0.102	0.187	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	10	False	False
fpocket	5AZA	MBP	TERMINAL_N	31	23	8	-0.085	0.092	0.177	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	10	False	False
fpocket	5AZA	MBP	TERMINAL_N	33	24	9	-0.088	0.09	0.178	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	11	False	False
fpocket	5AZA	MBP	TERMINAL_N	37	19	18	-0.092	0.105	0.197	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	14	False	False
fpocket	5AZA	MBP	TERMINAL_N	40	31	9	-0.1	0.038	0.138	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	16	False	False
fpocket	5AZA	MBP	TERMINAL_N	41	13	28	-0.1	0.126	0.226	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	16	False	False
fpocket	5AZA	MBP	TERMINAL_N	42	9	33	-0.102	0.154	0.256	1.0	1.0	0.0	14	14	14	TARGET_DOMINATED	16	False	False
fpocket	5AZA	MBP	TERMINAL_N	44	10	34	-0.104	0.152	0.256	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	17	False	False
fpocket	5AZA	MBP	TERMINAL_N	46	12	34	-0.13	0.136	0.266	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	18	False	False
fpocket	5AZA	MBP	TERMINAL_N	47	32	15	-0.146	-0.008	0.13799999999999998	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	18	False	False
fpocket	5AZA	MBP	TERMINAL_N	48	33	15	-0.152	-0.014	0.13799999999999998	1.0	1.0	0.0	4	4	4	UNASSIGNED	18	False	False
fpocket	5AZA	MBP	TERMINAL_N	52	6	46	-0.173	0.231	0.404	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	21	False	False
fpocket	5AZA	MBP	TERMINAL_N	56	14	42	-0.381	0.126	0.507	0.625	1.0	4.35	10	16	10	INTERFACE	24	False	False
fpocket	5GPP	MBP	TERMINAL_N	31	1	30	-0.079	0.269	0.34800000000000003	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	28	False	False
fpocket	5H7Q	MBP	TERMINAL_N	6	2	4	0.035	0.17	0.135	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	5	False	False
fpocket	5H7Q	MBP	TERMINAL_N	14	1	13	-0.011	0.413	0.424	0.7	1.0	0.92	7	7	10	TARGET_DOMINATED	12	False	False
fpocket	5H7Q	MBP	TERMINAL_N	19	4	15	-0.031	0.097	0.128	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	16	False	False
fpocket	5H7Q	MBP	TERMINAL_N	20	3	17	-0.035	0.112	0.14700000000000002	0.714	1.0	1.37	5	5	7	TARGET_DOMINATED	16	False	False
fpocket	5H7Q	MBP	TERMINAL_N	23	5	18	-0.044	0.083	0.127	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	18	False	False
fpocket	5JQE	MBP	TERMINAL_N	3	1	2	0.121	0.33	0.20900000000000002	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	2	False	False
fpocket	5JQE	MBP	TERMINAL_N	14	2	12	0.017	0.3	0.283	1.0	1.0	0.0	13	13	13	TARGET_DOMINATED	12	False	False
fpocket	5JQE	MBP	TERMINAL_N	15	8	7	0.015	0.122	0.107	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	12	False	False
fpocket	5JQE	MBP	TERMINAL_N	17	7	10	0.008	0.129	0.121	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	13	False	False
fpocket	5JQE	MBP	TERMINAL_N	18	5	13	0.0	0.189	0.189	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	13	False	False
fpocket	5JQE	MBP	TERMINAL_N	19	3	16	-0.0	0.202	0.202	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	13	False	False
fpocket	5JQE	MBP	TERMINAL_N	22	9	13	-0.013	0.102	0.11499999999999999	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	14	False	False
fpocket	5JQE	MBP	TERMINAL_N	26	4	22	-0.02	0.189	0.209	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	17	False	False
fpocket	5JQE	MBP	TERMINAL_N	27	10	17	-0.022	0.099	0.121	1.0	1.0	0.0	4	4	4	UNASSIGNED	17	False	False
fpocket	5JQE	MBP	TERMINAL_N	35	11	24	-0.083	0.052	0.135	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	24	False	False
fpocket	5JQE	MBP	TERMINAL_N	36	12	24	-0.1	0.007	0.10700000000000001	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	24	False	False
fpocket	5JQE	MBP	TERMINAL_N	38	6	32	-0.116	0.153	0.269	1.0	1.0	0.0	13	13	13	TARGET_DOMINATED	25	False	False
fpocket	5K94	MBP	COMPLEX	1	6	-5	0.198	0.117	-0.081	0.5	1.0	3.8	7	14	7	INTERFACE	0	False	False
fpocket	5K94	MBP	COMPLEX	3	2	1	0.127	0.367	0.24	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	5K94	MBP	COMPLEX	4	1	3	0.118	0.386	0.268	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	5K94	MBP	COMPLEX	19	3	16	-0.017	0.178	0.195	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	16	False	False
fpocket	5K94	MBP	COMPLEX	21	5	16	-0.026	0.146	0.172	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	17	False	False
fpocket	5K94	MBP	COMPLEX	22	4	18	-0.032	0.155	0.187	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	17	False	False
fpocket	5K94	MBP	COMPLEX	26	7	19	-0.054	0.051	0.105	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	20	False	False
fpocket	5K94	MBP	COMPLEX	28	9	19	-0.088	0.024	0.11199999999999999	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	21	False	False
fpocket	5YQR	T4L	TERMINAL_N	4	1	3	0.161	0.401	0.24000000000000002	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	5YQR	T4L	TERMINAL_N	5	4	1	0.107	0.271	0.16400000000000003	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	False	False
fpocket	5YQR	T4L	TERMINAL_N	6	2	4	0.091	0.373	0.28200000000000003	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	5YQR	T4L	TERMINAL_N	7	3	4	0.077	0.292	0.21499999999999997	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	False	False
fpocket	5YQR	T4L	TERMINAL_N	8	5	3	0.062	0.245	0.183	1.0	1.0	0.0	5	5	5	INTERFACE	3	False	False
fpocket	5YQR	T4L	TERMINAL_N	11	6	5	0.037	0.216	0.179	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	5	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	2	1	1	0.128	0.128	0.0	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	1	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	4	2	2	0.113	0.113	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	5	3	2	0.078	0.078	0.0	1.0	1.0	0.0	22	22	22	TARGET_DOMINATED	2	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	6	4	2	0.071	0.071	0.0	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	2	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	7	6	1	0.057	0.057	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	8	7	1	0.049	0.049	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	10	8	2	0.035	0.035	0.0	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	3	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	11	9	2	0.026	0.026	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	3	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	12	11	1	0.025	0.025	0.0	1.0	1.0	0.0	14	14	14	TARGET_DOMINATED	3	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	13	12	1	0.019	0.019	0.0	1.0	1.0	0.0	16	16	16	TARGET_DOMINATED	3	True	True
fpocket	5ZBQ	T4L	TERMINAL_C	15	13	2	-0.003	-0.003	0.0	1.0	1.0	0.0	12	12	12	TARGET_DOMINATED	4	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	16	14	2	-0.012	-0.012	0.0	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	4	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	17	15	2	-0.024	-0.024	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	4	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	18	10	8	-0.028	0.025	0.053000000000000005	0.75	1.0	3.0	6	8	6	INTERFACE	4	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	20	16	4	-0.048	-0.048	0.0	1.0	1.0	0.0	4	4	4	UNASSIGNED	6	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	22	5	17	-0.057	0.065	0.122	0.692	1.0	4.14	9	9	13	TARGET_DOMINATED	7	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	26	17	9	-0.08	-0.08	0.0	1.0	1.0	0.0	20	20	20	TARGET_DOMINATED	10	True	True
fpocket	5ZBQ	T4L	TERMINAL_C	28	18	10	-0.098	-0.098	0.0	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	11	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	29	19	10	-0.101	-0.101	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	11	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	31	20	11	-0.135	-0.135	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	12	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	32	21	11	-0.142	-0.142	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	12	False	False
fpocket	5ZBQ	T4L	TERMINAL_C	34	22	12	-0.182	-0.182	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	13	False	False
fpocket	6A73	T4L	TERMINAL_C	2	1	1	0.086	0.113	0.02700000000000001	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	1	False	False
fpocket	6A73	T4L	TERMINAL_C	4	3	1	0.081	0.088	0.006999999999999992	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	2	False	False
fpocket	6A73	T4L	TERMINAL_C	5	2	3	0.074	0.091	0.017	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	2	False	False
fpocket	6A73	T4L	TERMINAL_C	7	13	-6	0.061	-0.107	-0.16799999999999998	0.643	1.0	4.21	9	14	9	TARGET_DOMINATED	3	False	False
fpocket	6A73	T4L	TERMINAL_C	8	5	3	0.033	0.04	0.006999999999999999	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	3	False	False
fpocket	6A73	T4L	TERMINAL_C	9	4	5	0.033	0.043	0.009999999999999995	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	True	True
fpocket	6A73	T4L	TERMINAL_C	10	6	4	0.026	0.032	0.006000000000000002	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	3	False	False
fpocket	6A73	T4L	TERMINAL_C	12	7	5	0.02	0.03	0.009999999999999998	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	4	False	False
fpocket	6A73	T4L	TERMINAL_C	13	8	5	0.009	0.015	0.006	1.0	1.0	0.0	4	4	4	UNASSIGNED	4	False	False
fpocket	6A73	T4L	TERMINAL_C	15	9	6	0.001	0.013	0.012	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	5	False	False
fpocket	6A73	T4L	TERMINAL_C	16	11	5	-0.029	-0.022	0.007000000000000003	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	5	False	False
fpocket	6A73	T4L	TERMINAL_C	19	12	7	-0.05	-0.043	0.007000000000000006	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	6	False	False
fpocket	6BG3	T4L	TERMINAL_N	1	1	0	0.32	0.324	0.0040000000000000036	1.0	1.0	0.0	22	22	22	TARGET_DOMINATED	0	True	True
fpocket	6BG3	T4L	TERMINAL_N	5	3	2	0.042	0.043	0.000999999999999994	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	False	False
fpocket	6BG3	T4L	TERMINAL_N	6	4	2	0.037	0.038	0.0010000000000000009	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	False	False
fpocket	6BG3	T4L	TERMINAL_N	7	5	2	0.033	0.034	0.0010000000000000009	1.0	1.0	0.0	10	10	10	TARGET_DOMINATED	3	False	False
fpocket	6BG3	T4L	TERMINAL_N	8	2	6	0.031	0.162	0.131	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	3	False	False
fpocket	6BG3	T4L	TERMINAL_N	9	6	3	0.028	0.029	0.0010000000000000009	1.0	1.0	0.0	4	4	4	UNASSIGNED	3	False	False
fpocket	6BG3	T4L	TERMINAL_N	10	7	3	0.022	0.023	0.0010000000000000009	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	3	False	False
fpocket	6BG3	T4L	TERMINAL_N	12	11	1	0.004	-0.044	-0.048	0.714	1.0	1.87	5	7	5	INTERFACE	4	False	False
fpocket	6BG3	T4L	TERMINAL_N	14	8	6	-0.011	-0.01	0.0009999999999999992	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	6	False	False
fpocket	6BG3	T4L	TERMINAL_N	17	9	8	-0.041	-0.04	0.0010000000000000009	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	8	False	False
fpocket	6BG3	T4L	TERMINAL_N	18	10	8	-0.042	-0.041	0.0010000000000000009	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	8	False	False
fpocket	6BG3	T4L	TERMINAL_N	23	12	11	-0.058	-0.057	0.0010000000000000009	1.0	1.0	0.0	4	4	4	UNASSIGNED	11	False	False
fpocket	6BG3	T4L	TERMINAL_N	24	13	11	-0.068	-0.067	0.0010000000000000009	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	11	False	False
fpocket	6BG3	T4L	TERMINAL_N	27	14	13	-0.117	-0.116	0.0010000000000000009	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	13	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	1	1	0	0.152	0.153	0.0010000000000000009	1.0	1.0	0.0	29	29	29	TARGET_DOMINATED	0	True	True
fpocket	6CM4	T4L	INTERNAL_INSERTION	2	2	0	0.139	0.138	-0.0010000000000000009	1.0	1.0	0.0	14	14	14	TARGET_DOMINATED	0	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	3	3	0	0.097	0.096	-0.0010000000000000009	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	0	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	4	4	0	0.045	0.044	-0.0010000000000000009	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	0	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	6	5	1	-0.005	-0.005	0.0	1.0	1.0	0.0	5	5	5	TARGET_DOMINATED	1	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	7	6	1	-0.011	-0.011	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	1	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	9	7	2	-0.015	-0.015	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	10	8	2	-0.022	-0.023	-0.0010000000000000009	1.0	1.0	0.0	15	15	15	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	11	9	2	-0.023	-0.023	0.0	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	12	10	2	-0.026	-0.026	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	13	11	2	-0.032	-0.032	0.0	1.0	1.0	0.0	4	4	4	UNASSIGNED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	14	12	2	-0.039	-0.04	-0.0010000000000000009	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	15	13	2	-0.04	-0.041	-0.0010000000000000009	1.0	1.0	0.0	6	6	6	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	16	14	2	-0.042	-0.042	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	17	15	2	-0.066	-0.066	0.0	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	2	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	19	16	3	-0.091	-0.092	-0.0010000000000000009	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	3	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	21	17	4	-0.096	-0.096	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	4	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	23	19	4	-0.121	-0.122	-0.0010000000000000009	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	5	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	25	20	5	-0.154	-0.154	0.0	1.0	1.0	0.0	9	9	9	TARGET_DOMINATED	6	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	26	21	5	-0.173	-0.173	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	6	False	False
fpocket	6CM4	T4L	INTERNAL_INSERTION	27	22	5	-0.189	-0.19	-0.0010000000000000009	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	6	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	4	1	3	0.003	0.004	0.001	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	5	2	3	0.002	0.003	0.001	1.0	1.0	0.0	7	7	7	TARGET_DOMINATED	3	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	6	3	3	-0.011	-0.01	0.0009999999999999992	1.0	1.0	0.0	11	11	11	TARGET_DOMINATED	3	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	8	4	4	-0.029	-0.028	0.0010000000000000009	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	9	5	4	-0.038	-0.037	0.0010000000000000009	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	3	False	False
fpocket	6RZ4	BRIL	INTERNAL_INSERTION	11	6	5	-0.042	-0.042	0.0	1.0	1.0	0.0	8	8	8	TARGET_DOMINATED	4	False	False
