entity_id	pdb_id	fusion_partner	fusion_accession	target_accession	topology	method	resolution	representative_chain	entity_length	target_modelled	fusion_modelled	target_disorder	fusion_disorder	align_coverage_of_modelled	target_also_in_development_under_other_partner	description
7IO4_1	7IO4	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.1	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IO3_1	7IO3	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.22	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IO2_1	7IO2	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.96	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IO1_1	7IO1	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.25	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IO0_1	7IO0	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.05	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7INZ_1	7INZ	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.41	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7INY_1	7INY	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.36	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7INX_1	7INX	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.31	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera,Soluble cytochrome b562,Adenosine receptor A2a
7INW_1	7INW	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.59	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOR_1	7IOR	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.89	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOS_1	7IOS	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.38	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPA_1	7IPA	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.32	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP9_1	7IP9	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.1	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP8_1	7IP8	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.28	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP7_1	7IP7	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.32	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP5_1	7IP5	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.95	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP4_1	7IP4	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.04	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP3_1	7IP3	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.11	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP2_1	7IP2	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.13	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP1_1	7IP1	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.29	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IP0_1	7IP0	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.99	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOZ_1	7IOZ	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.88	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOY_1	7IOY	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.0	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOX_1	7IOX	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.15	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOW_1	7IOW	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.17	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOV_1	7IOV	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.3	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOU_1	7IOU	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.17	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOT_1	7IOT	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.31	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOQ_1	7IOQ	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.26	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOP_1	7IOP	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.92	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOO_1	7IOO	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.01	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7ION_1	7ION	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.14	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOM_1	7IOM	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.1	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IOL_1	7IOL	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.81	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPB_1	7IPB	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.09	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPC_1	7IPC	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.87	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPD_1	7IPD	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.19	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPE_1	7IPE	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.84	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPF_1	7IPF	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.9	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera
7IPG_1	7IPG	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.06	A	433	298	85	0.0261	0.1584	0.9821	False	Adenosine receptor A2a/Soluble cytochrome b562/Adenosine receptor A2a chimera,Soluble cytochrome b562,Adenosine receptor A2a
7JNI_1	7JNI	BRIL	P0ABE7	P50052	TERMINAL_N	X-RAY DIFFRACTION	3.0	A	412	297	106	0.0133	0.0	0.9902	False	Soluble cytochrome b562,Type-2 angiotensin II receptor
7VOD_1	7VOD	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.3	A	376	274	81	0.0453	0.0	1.0	False	5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
7VOE_1	7VOE	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.9	A	376	274	81	0.0453	0.0	0.9972	False	5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
7T32_1	7T32	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.4	A	391	285	90	0.0	0.1509	1.0	False	Adenosine receptor A2a/Soluble cytochrome b562 Fusion Protein
7RM5_1	7RM5	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	ELECTRON CRYSTALLOGRAPHY	2.79	A	447	296	91	0.0295	0.1415	0.9923	False	Adenosine receptor A2a/Soluble cytochrome b562 chimera
7PYR_1	7PYR	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	447	294	92	0.0361	0.1321	0.9897	False	Adenosine receptor A2a,Soluble cytochrome b562,Adenosine receptor A2a
7PX4_1	7PX4	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.25	A	447	294	92	0.0361	0.1321	0.9897	False	Adenosine receptor A2a,Soluble cytochrome b562,Adenosine receptor A2a
7WC9_1	7WC9	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	376	278	80	0.0512	0.0361	1.0	False	5-hydroxytryptamine receptor 2A,5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
7WC8_1	7WC8	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.45	A	376	280	80	0.0444	0.0361	1.0	False	5-hydroxytryptamine receptor 2A,5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
7WC7_1	7WC7	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	376	278	80	0.0512	0.0361	1.0	False	5-hydroxytryptamine receptor 2A,5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
7WC6_1	7WC6	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	376	275	80	0.0614	0.0361	1.0	False	5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
8C9W_1	8C9W	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.114	A	431	296	88	0.0295	0.1698	0.9922	False	Adenosine receptor A2a,Soluble cytochrome b562
8CIC_1	8CIC	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.102	A	433	294	89	0.0392	0.1604	0.9922	False	Adenosine receptor A2a,Soluble cytochrome b562
8CU6_1	8CU6	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	447	297	93	0.0262	0.1143	0.9924	False	Adenosine receptor A2a,Soluble cytochrome b562
8CU7_1	8CU7	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.05	A	447	297	93	0.0262	0.1143	0.9848	False	Adenosine receptor A2a,Soluble cytochrome b562
8A2P_1	8A2P	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.5	A	423	294	90	0.0361	0.1509	0.9948	False	Adenosine receptor A2a,Soluble cytochrome b562
8A2O_1	8A2O	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.45	A	423	294	90	0.0361	0.1509	0.9948	False	Adenosine receptor A2a,Soluble cytochrome b562
8DU3_1	8DU3	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	447	295	93	0.0328	0.1226	0.9949	False	Adenosine receptor A2a, soluble cytochrome b562 chimera,Soluble cytochrome b562,Adenosine receptor A2a
8FYN_1	8FYN	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	ELECTRON CRYSTALLOGRAPHY	2.0	A	447	297	90	0.0294	0.1429	0.9923	False	Adenosine receptor A2a,Soluble cytochrome b562
8GNE_1	8GNE	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.3	A	431	298	90	0.023	0.1509	0.9923	False	Adenosine receptor A2a,Soluble cytochrome b562
8JJO_1	8JJO	BRIL	P0ABE7	P07550	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.4	F	453	281	94	0.0035	0.0309	1.0	False	Beta-2 adrenergic receptor,Beta-2 adrenergic receptor,Soluble cytochrome b562
8JJL_1	8JJL	BRIL	P0ABE7	P07550	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.2	A	453	281	94	0.0	0.0	1.0	False	Beta-2 adrenergic receptor,Soluble cytochrome b562
8JJ8_1	8JJ8	BRIL	P0ABE7	P07550	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.2	F	453	280	95	0.0	0.0	1.0	False	Beta-2 adrenergic receptor,Soluble cytochrome b562
8T1W_1	8T1W	BRIL	P0ABE7	P46095	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.49	A	455	266	90	0.1192	0.1509	0.9972	False	G-protein coupled receptor 6, Soluble cytochrome b562 chimera
8T1V_1	8T1V	BRIL	P0ABE7	P46095	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	455	266	86	0.1192	0.1887	0.9972	False	G-protein coupled receptor 6, Soluble cytochrome b562 chimera
8S4D_1	8S4D	BRIL	P0ABE7	P35414	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.584	A	497	280	96	0.1054	0.04	0.9869	False	Apelin receptor,Soluble cytochrome b562
8RQQ_1	8RQQ	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.37	A	447	296	90	0.0295	0.1429	0.9897	False	Adenosine receptor A2a,Soluble cytochrome b562
8RLN_1	8RLN	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.43	A	431	297	88	0.0294	0.1619	0.9923	False	Adenosine receptor A2a,Soluble cytochrome b562
8PWN_1	8PWN	BRIL	P0ABE7	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.4	A	433	297	85	0.0326	0.1584	0.982	False	Adenosine receptor A2a,Soluble cytochrome b562
8JT8_1	8JT8	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.7	A	376	274	81	0.0453	0.0	1.0	False	5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
8TH4_1	8TH4	BRIL	P0ABE7	P30556	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.3	A	433	279	92	0.1	0.1154	0.9712	False	Type-1 angiotensin II receptor Soluble cytochrome b562 complex
8TH3_1	8TH3	BRIL	P0ABE7	P30556	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.0	A	582	291	91	0.0613	0.125	0.972	False	AT118-H nanobody, Type-1 angiotensin II receptor, Soluble cytochrome b562 complex
8TF5_1	8TF5	BRIL	P0ABE7	P46095	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.1	A	436	265	98	0.1225	0.0755	0.9973	False	G-protein coupled receptor 6,Soluble cytochrome b562 chimera,Soluble cytochrome b562,G-protein coupled receptor 6
8ZMG_1	8ZMG	BRIL	P0ABE7	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.4	A	414	279	81	0.0279	0.0	0.9863	False	5-hydroxytryptamine receptor 2A,Soluble cytochrome b562
9IYA_1	9IYA	BRIL	P0ABE7	Q9Y2T6	TERMINAL_C	ELECTRON MICROSCOPY	3.04	A	412	274	89	0.0552	0.1524	0.9732	False	G-protein coupled receptor 55,Soluble cytochrome b562
9IBW_1	9IBW	BRIL	P0ABE7	P03999	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.22	A	488	306	92	0.1105	0.1238	0.9876	False	Short-wave-sensitive opsin 1,Soluble cytochrome b562
9CUG_1	9CUG	BRIL	P0ABE7	Q15306	TERMINAL_N	X-RAY DIFFRACTION	2.49	A	286	177	98	0.0112	0.0755	1.0	False	Soluble cytochrome b562,Interferon regulatory factor 4
9QP4_1	9QP4	BRIL	P0ABE7	P03999	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.06	A	488	299	92	0.1308	0.1238	0.9874	False	Short-wave-sensitive opsin 1,Soluble cytochrome b562
9W33_1	9W33	BRIL	P0ABE7	P35346	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.69	A	389	278	98	0.0	0.0	0.9666	False	Somatostatin receptor type 5,Soluble cytochrome b562
9W32_1	9W32	BRIL	P0ABE7	P35346	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.59	A	389	278	98	0.0	0.0	0.9666	False	Somatostatin receptor type 5,Soluble cytochrome b562
29AJ_1	29AJ	T4L	P00720	Q5VT66	INTERNAL_INSERTION	X-RAY DIFFRACTION	1.63	D	455	282	161	0.0035	0.0	0.9977	False	Mitochondrial amidoxime-reducing component 1,Endolysin
2RH1_1	2RH1	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.4	A	500	281	161	0.1536	0.0	1.0	False	beta-2-adrenergic receptor/T4-lysozyme chimera
3D4S_1	3D4S	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	490	278	161	0.1175	0.0	1.0	False	Beta-2 adrenergic receptor/T4-lysozyme chimera
3EML_1	3EML	T4L	P00720	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	488	288	160	0.0464	0.0	1.0	False	Human Adenosine A2A receptor/T4 lysozyme chimera
3PBL_1	3PBL	T4L	P00720	P35462	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.89	A	481	272	160	0.0993	0.0	1.0	False	D(3) dopamine receptor, Lysozyme chimera
3SN6_4	3SN6	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	3.2	R	514	284	159	0.1573	0.0063	1.0	False	Endolysin,Beta-2 adrenergic receptor
3V2Y_1	3V2Y	T4L	P00720	P21453	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	520	291	160	0.0673	0.0	0.9912	False	Sphingosine 1-phosphate receptor 1, Lysozyme chimera (E.C.3.2.1.17)
3V2W_1	3V2W	T4L	P00720	P21453	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.35	A	520	282	160	0.0962	0.0	1.0	False	Sphingosine 1-phosphate receptor 1, Lysozyme chimera
3UON_1	3UON	T4L	P00720	P08172	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.0	A	467	278	160	0.0945	0.0	1.0	False	Human M2 muscarinic acetylcholine, receptor T4 lysozyme fusion protein
3RZE_1	3RZE	T4L	P00720	P35367	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.1	A	452	269	159	0.0594	0.0	1.0	False	Histamine H1 receptor, Lysozyme chimera
3QAK_1	3QAK	T4L	P00720	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.71	A	488	284	160	0.0596	0.0	1.0	False	Adenosine receptor A2a,lysozyme chimera
3PDS_1	3PDS	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.5	A	458	281	161	0.0344	0.0	1.0	False	Fusion protein Beta-2 adrenergic receptor/Lysozyme
3NYA_1	3NYA	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.16	A	490	278	161	0.1175	0.0	1.0	False	Beta-2 adrenergic receptor, Lysozyme
3NY9_1	3NY9	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.84	A	490	278	161	0.1175	0.0	1.0	False	Beta-2 adrenergic receptor, Lysozyme
3NY8_1	3NY8	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.84	A	490	278	161	0.1175	0.0	1.0	False	Beta-2 adrenergic receptor, Lysozyme
4GRV_1	4GRV	T4L	P00720	P20789	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.802	A	510	293	157	0.0929	0.0187	0.9912	False	Neurotensin receptor type 1, lysozyme chimera
4EXM_1	4EXM	T4L	P00720	Q57159	TERMINAL_C	X-RAY DIFFRACTION	2.6	A	347	154	137	0.0778	0.1543	1.0	False	Pesticin, Lysozyme Chimera
4EPI_1	4EPI	T4L	P00720	Q57159	COMPLEX	X-RAY DIFFRACTION	1.74	A	330	168	160	0.0059	0.0	0.997	False	Pesticin, Lysozyme Chimera
4EJ4_1	4EJ4	T4L	P00720	P32300	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.4	A	461	282	160	0.0631	0.0	1.0	False	Delta-type opioid receptor, Lysozyme chimera
4DKL_1	4DKL	T4L	P00720	P42866	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	464	282	160	0.0693	0.0	1.0	False	Mu-type opioid receptor, lysozyme chimera
4DAJ_1	4DAJ	T4L	P00720	P08483	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.4	A	479	268	161	0.1383	0.0	1.0	False	Muscarinic acetylcholine receptor M3, Lysozyme
4ARJ_1	4ARJ	T4L	P00720	Q57159	TERMINAL_C	X-RAY DIFFRACTION	2.593	A	339	151	163	0.0958	0.0	0.9874	False	PESTICIN, LYSOZYME
3VW7_1	3VW7	T4L	P00720	P25116	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.2	A	484	282	160	0.0874	0.0	1.0	False	Proteinase-activated receptor 1, Lysozyme
4LDE_1	4LDE	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	2.79	A	469	283	160	0.0308	0.0	0.9758	False	Lysozyme, Beta-2 adrenergic receptor
4LDO_1	4LDO	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	3.2	A	469	283	160	0.0308	0.0	0.9758	False	Lysozyme, Beta-2 adrenergic receptor
4N9N_1	4N9N	T4L	P00720	Q12151	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.9	A	438	264	160	0.0222	0.0	0.9907	False	Sterol uptake control protein 2, Lysozyme
4OO9_1	4OO9	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	444	247	161	0.0749	0.0	0.9976	False	Metabotropic glutamate receptor 5, Lysozyme, Metabotropic glutamate receptor 5 chimera
4TN3_1	4TN3	T4L	P00720	G9MAP5	TERMINAL_C	X-RAY DIFFRACTION	3.1989	A	400	196	163	0.0968	0.0	1.0	False	TRIM5/cyclophilin A fusion protein/T4 Lysozyme chimera
4QKX_1	4QKX	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	3.3	A	469	283	160	0.0308	0.0	0.9758	False	Beta-2 adrenergic receptor
4PHU_1	4PHU	T4L	P00720	O14842	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.332	A	491	270	160	0.094	0.0	0.9908	False	Free fatty acid receptor 1,Lysozyme
4LDL_1	4LDL	T4L	P00720	P07550	TERMINAL_N	X-RAY DIFFRACTION	3.1	A	469	283	160	0.0308	0.0	0.9758	False	Lysozyme, Beta-2 adrenergic receptor
4K5Y_1	4K5Y	T4L	P00720	P34998	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.977	A	441	247	160	0.0749	0.0	1.0	False	Corticotropin-releasing factor receptor 1, T4-Lysozyme chimeric construct
5GLI_1	5GLI	T4L	P00720	P24530	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	464	315	101	0.0708	0.0	0.9697	False	Endothelin Receptor Subtype-B
5GLH_1	5GLH	T4L	P00720	P24530	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.8	A	498	292	160	0.131	0.0	1.0	False	Endothelin Receptor Subtype-B
5EUT_1	5EUT	T4L	P00720	Q9BTU6	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.802	A	556	319	163	0.1736	0.0	0.9938	False	Phosphatidylinositol 4-kinase type 2-alpha,Endolysin,Phosphatidylinositol 4-kinase type 2-alpha
5EE7_1	5EE7	T4L	P00720	P47871	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.5	A	452	257	156	0.0755	0.0189	0.9928	False	Glucagon receptor,Endolysin,Glucagon receptor
5DSG_1	5DSG	T4L	P00720	P08173	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	A	422	290	100	0.0461	0.0099	0.9949	False	Muscarinic acetylcholine receptor M4,Endolysin,Endolysin,Muscarinic acetylcholine receptor M4
5D6L_1	5D6L	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.2	A	500	274	161	0.1569	0.0	0.9842	False	Beta-2 adrenergic receptor,Endolysin,Beta-2 adrenergic receptor
5D5A_1	5D5A	T4L	P00720	P07550	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.4826	A	500	281	161	0.1536	0.0	1.0	False	Beta-2 adrenergic receptor,Endolysin,Beta-2 adrenergic receptor
5CXV_1	5CXV	T4L	P00720	P11229	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.7	A	515	285	159	0.1204	0.0	1.0	False	Muscarinic acetylcholine receptor M1,Endolysin,Muscarinic acetylcholine receptor M1
5CGD_1	5CGD	T4L	P00720	P41594	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.603	A	444	246	161	0.0787	0.0	0.9975	False	Metabotropic glutamate receptor 5,Endolysin,Metabotropic glutamate receptor 5
