entity_id	fusion_partner	target_accession	topology	method	resolution	entity_length	target_modelled	fusion_modelled	target_disorder	fusion_disorder	align_coverage_of_modelled	e9_excluded	e9_sole_reason	exclusions
8IHK_1	BRIL	P49019	TERMINAL_N	ELECTRON MICROSCOPY	3.21	530	283	0	0.2668	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.27>0.2
8IHJ_1	BRIL	P49019	TERMINAL_N	ELECTRON MICROSCOPY	3.07	530	283	0	0.2668	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.27>0.2
8IHI_5	BRIL	Q8TDS4	TERMINAL_N	ELECTRON MICROSCOPY	3.11	658	292	0	0.1934	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8IHH_1	BRIL	Q8TDS4	TERMINAL_N	ELECTRON MICROSCOPY	3.06	658	292	0	0.1934	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8IHF_5	BRIL	Q8TDS4	TERMINAL_N	ELECTRON MICROSCOPY	2.97	658	292	0	0.1934	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8IHB_1	BRIL	Q8TDS4	TERMINAL_N	ELECTRON MICROSCOPY	2.85	658	292	0	0.1934	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8IBV_1	BRIL	O43193	TERMINAL_N	ELECTRON MICROSCOPY	3.19	741	279	0	0.3228	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.32>0.2
8IBU_5	BRIL	O43193	TERMINAL_N	ELECTRON MICROSCOPY	3.51	741	273	0	0.3374	1.0	1.0	True	False	E3_resolution=3.51>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.34>0.2
8I7W_1	BRIL	Q8TDS4	TERMINAL_N	ELECTRON MICROSCOPY	3.39	476	291	0	0.1983	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8I7V_1	BRIL	Q8TDS4	TERMINAL_N	ELECTRON MICROSCOPY	2.77	476	291	0	0.1983	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8HVI_1	BRIL	Q9UNW8	TERMINAL_N	ELECTRON MICROSCOPY	3.04	510	308	0	0.1895	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8TB0_2	BRIL	None	None	ELECTRON MICROSCOPY	3.47	995	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8T1W_1	BRIL	P46095	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.49	455	266	90	0.1192	0.1509	0.9972	False	False	
8T1V_1	BRIL	P46095	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.6	455	266	86	0.1192	0.1887	0.9972	False	False	
8S4D_1	BRIL	P35414	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.584	497	280	96	0.1054	0.04	0.9869	False	False	
8RQQ_1	BRIL	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.37	447	296	90	0.0295	0.1429	0.9897	False	False	
8RLN_1	BRIL	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.43	431	297	88	0.0294	0.1619	0.9923	False	False	
8QJ2_5	BRIL	None	None	ELECTRON MICROSCOPY	3.4	729	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8PWN_1	BRIL	P29274	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.4	433	297	85	0.0326	0.1584	0.982	False	False	
8KEX_1	BRIL	None	None	ELECTRON MICROSCOPY	3.2	710	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8K9L_1	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	3.05	453	282	0	0.0569	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8K9K_1	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	2.98	453	282	0	0.0569	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8K8J_5	BRIL	P21554	TERMINAL_N	ELECTRON MICROSCOPY	2.88	525	279	0	0.2141	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.21>0.2
8K4S_1	BRIL	None	None	ELECTRON MICROSCOPY	2.9	710	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8K2X_4	BRIL	None	None	ELECTRON MICROSCOPY	3.2	657	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8K2W_2	BRIL	None	None	ELECTRON MICROSCOPY	3.0	507	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8JT8_1	BRIL	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.7	376	274	81	0.0453	0.0	1.0	False	False	
8JT6_5	BRIL	P08908	TERMINAL_N	ELECTRON MICROSCOPY	3.0	544	278	0	0.3067	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.31>0.2
8JSO_3	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.4	470	283	0	0.1652	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8JPP_4	BRIL	Q9BXA5	TERMINAL_N	ELECTRON MICROSCOPY	3.2	658	305	0	0.0868	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8JPN_4	BRIL	None	None	ELECTRON MICROSCOPY	2.9	658	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8JLR_3	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.0	470	268	0	0.2094	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.21>0.2
8JLQ_3	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	2.84	470	283	0	0.1652	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8JLP_3	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.23	470	285	0	0.1593	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8JLO_3	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.52	470	286	0	0.1563	1.0	1.0	True	False	E3_resolution=3.52>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8JLN_3	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.24	470	286	0	0.1563	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8WRZ_3	BRIL	P21554	TERMINAL_N	ELECTRON MICROSCOPY	3.6	476	284	0	0.2155	1.0	1.0	True	False	E3_resolution=3.60>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.22>0.2
8WJX_5	BRIL	None	None	ELECTRON MICROSCOPY	3.2	680	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8W8Q_1	BRIL	Q96P66	TERMINAL_N	ELECTRON MICROSCOPY	2.89	655	287	0	0.435	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.44>0.2
8W8B_5	BRIL	P08908	TERMINAL_N	ELECTRON MICROSCOPY	3.0	543	278	0	0.3067	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.31>0.2
8W77_1	BRIL	None	None	ELECTRON MICROSCOPY	3.61	440	0	10	1.0	0.913	0.0385	True	False	E1_not_chimeric_single_uniprot;E3_resolution=3.61>3.5;E6_align_coverage=0.04<0.8;E7_fusion_modelled=10<50;E8_target_modelled=0<80;E9_fusion_disorder=0.91>0.2;E9_target_disorder=1.00>0.2
8VHF_5	BRIL	Q8TDV5	TERMINAL_N	ELECTRON MICROSCOPY	3.51	615	296	0	0.1164	1.0	1.0	True	False	E3_resolution=3.51>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V8D_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.31	599	377	0	0.1432	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V8C_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.29	599	373	0	0.1523	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V8A_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.19	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V89_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.53	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V88_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.3	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V86_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.47	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V82_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.61	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8V80_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.34	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8UZJ_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.3	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8UTB_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.3	599	375	0	0.1477	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8UT1_1	BRIL	P36544	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.3	599	394	0	0.1045	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8UHB_1	BRIL	None	None	ELECTRON MICROSCOPY	3.35	524	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
8TS3_1	BRIL	Q9HD23	TERMINAL_C	ELECTRON MICROSCOPY	3.11	486	301	0	0.1865	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8TS2_1	BRIL	Q9HD23	TERMINAL_C	ELECTRON MICROSCOPY	2.95	486	301	0	0.1865	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8TS1_1	BRIL	Q9HD23	TERMINAL_C	ELECTRON MICROSCOPY	2.92	486	301	0	0.1865	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8TH4_1	BRIL	P30556	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.3	433	279	92	0.1	0.1154	0.9712	False	False	
8TH3_1	BRIL	P30556	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.0	582	291	91	0.0613	0.125	0.972	False	False	
8TF5_1	BRIL	P46095	INTERNAL_INSERTION	X-RAY DIFFRACTION	2.1	436	265	98	0.1225	0.0755	0.9973	False	False	
8TB7_1	BRIL	Q9BZJ8	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.94	543	214	104	0.4663	0.0	0.9695	True	True	E9_target_disorder=0.47>0.2
8ZMG_1	BRIL	P28223	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.4	414	279	81	0.0279	0.0	0.9863	False	False	
8ZMF_1	BRIL	P28335	INTERNAL_INSERTION	X-RAY DIFFRACTION	3.6	439	282	49	0.0569	0.5377	1.0	True	False	E3_resolution=3.60>3.5;E7_fusion_modelled=49<50;E9_fusion_disorder=0.54>0.2
8ZFM_1	BRIL	G5EG88	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.96	620	412	0	0.1488	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZFL_1	BRIL	G5EG88	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.61	620	412	0	0.1488	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZFK_1	BRIL	G5EG88	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.64	620	412	0	0.1488	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8YZK_1	BRIL	Q9NZD1	TERMINAL_N	ELECTRON MICROSCOPY	3.4	421	264	0	0.0149	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8YRG_5	BRIL	Q96LA9	TERMINAL_N	ELECTRON MICROSCOPY	3.14	472	237	0	0.2617	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.26>0.2
8YNT_4	BRIL	A0A2R9AFP0	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.43	585	271	90	0.2961	0.0	0.9139	True	True	E9_target_disorder=0.30>0.2
8YNS_4	BRIL	None	None	ELECTRON MICROSCOPY	3.33	585	0	90	1.0	0.0	0.2375	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.24<0.8;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
8Y6N_1	BRIL	M1G2X2	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.4	640	384	0	0.2017	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.20>0.2
8Y6M_1	BRIL	A2YGP9	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.91	628	413	0	0.1194	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8Y6L_1	BRIL	Q0JNB6	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.4	647	409	0	0.1497	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8Y6J_1	BRIL	Q7XPF8	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.46	662	425	0	0.1466	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8XVL_4	BRIL	None	None	ELECTRON MICROSCOPY	3.22	783	0	92	1.0	0.1238	0.239	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.24<0.8;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
8XVK_4	BRIL	None	None	ELECTRON MICROSCOPY	3.21	783	0	92	1.0	0.1238	0.2347	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.23<0.8;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
8XVJ_4	BRIL	None	None	ELECTRON MICROSCOPY	3.26	783	0	92	1.0	0.1238	0.2317	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.23<0.8;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
8XV9_1	BRIL	Q9BZV2	TERMINAL_N	ELECTRON MICROSCOPY	3.8	607	388	0	0.2016	1.0	1.0	True	False	E3_resolution=3.80>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.20>0.2
8XV5_1	BRIL	Q9BZV2	TERMINAL_N	ELECTRON MICROSCOPY	3.7	607	388	0	0.2016	1.0	1.0	True	False	E3_resolution=3.70>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.20>0.2
8XV2_1	BRIL	Q9BZV2	TERMINAL_N	ELECTRON MICROSCOPY	3.7	607	388	0	0.2016	1.0	1.0	True	False	E3_resolution=3.70>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.20>0.2
8XML_1	BRIL	P51685	TERMINAL_N	ELECTRON MICROSCOPY	2.58	461	223	0	0.3718	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.37>0.2
8X64_1	BRIL	P35367	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.4	438	259	0	0.0616	1.0	0.9848	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8X63_1	BRIL	P35367	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.2	438	266	0	0.0362	1.0	0.9852	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8X5Y_1	BRIL	P35367	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.0	438	270	0	0.0217	1.0	0.9854	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8X5X_1	BRIL	P35367	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.5	438	252	0	0.087	1.0	0.9844	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8X2K_1	BRIL	P46089	TERMINAL_N	ELECTRON MICROSCOPY	3.03	466	260	0	0.2121	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.21>0.2
9J31_4	BRIL	None	None	ELECTRON MICROSCOPY	3.05	642	0	0	1.0	1.0	0.0	True	False	E1_not_chimeric_single_uniprot;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
9IZH_1	BRIL	Q92633	TERMINAL_N	ELECTRON MICROSCOPY	3.04	651	299	0	0.1763	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
9IZG_3	BRIL	Q92633	TERMINAL_N	ELECTRON MICROSCOPY	3.04	651	298	0	0.1791	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
9IZF_1	BRIL	Q92633	TERMINAL_N	ELECTRON MICROSCOPY	3.14	651	291	0	0.1983	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
9IYA_1	BRIL	Q9Y2T6	TERMINAL_C	ELECTRON MICROSCOPY	3.04	412	274	89	0.0552	0.1524	0.9732	False	False	
9IVK_1	BRIL	None	None	ELECTRON MICROSCOPY	2.74	285	0	96	1.0	0.068	0.3453	True	False	E1_not_chimeric_single_uniprot;E6_align_coverage=0.35<0.8;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9ISI_1	BRIL	Q16581	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.56	613	252	95	0.4717	0.0952	0.9639	True	False	E3_resolution=3.56>3.5;E9_target_disorder=0.47>0.2
9IPO_1	BRIL	Q9UKL4	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.41	359	170	0	0.2975	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.30>0.2
9IPN_1	BRIL	Q9UKL4	INTERNAL_INSERTION	ELECTRON MICROSCOPY	2.46	359	170	0	0.2975	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.30>0.2
9IPM_1	BRIL	Q9UKL4	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.56	359	171	0	0.2934	1.0	1.0	True	False	E3_resolution=3.56>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.29>0.2
9IP5_1	BRIL	Q9UKL4	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.52	359	166	0	0.314	1.0	1.0	True	False	E3_resolution=3.52>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.31>0.2
9IBW_1	BRIL	P03999	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.22	488	306	92	0.1105	0.1238	0.9876	False	False	
9I3T_1	BRIL	P04001	INTERNAL_INSERTION	ELECTRON MICROSCOPY	3.7	492	290	105	0.1877	0.0094	1.0	False	False	E3_resolution=3.70>3.5
9GYO_5	BRIL	Q8TDU6	TERMINAL_N	ELECTRON MICROSCOPY	2.5	470	273	0	0.1727	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
9DYF_4	BRIL	P08908	TERMINAL_N	ELECTRON MICROSCOPY	2.74	552	288	0	0.2746	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.27>0.2
9DYD_4	BRIL	P08908	TERMINAL_N	ELECTRON MICROSCOPY	2.96	552	286	0	0.2796	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.28>0.2
9DVC_1	BRIL	None	None	ELECTRON MICROSCOPY	7.4	117	0	74	1.0	0.1778	0.8409	True	False	E1_not_chimeric_single_uniprot;E3_resolution=7.40>3.5;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9DVB_1	BRIL	None	None	ELECTRON MICROSCOPY	3.6	117	0	74	1.0	0.1778	0.7327	True	False	E1_not_chimeric_single_uniprot;E3_resolution=3.60>3.5;E6_align_coverage=0.73<0.8;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9CUG_1	BRIL	Q15306	TERMINAL_N	X-RAY DIFFRACTION	2.49	286	177	98	0.0112	0.0755	1.0	False	False	
9C3F_1	BRIL	P0AE16	TERMINAL_C	ELECTRON MICROSCOPY	3.78	600	485	0	0.0122	1.0	1.0	True	False	E3_resolution=3.78>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZSV_5	BRIL	Q923Y8	TERMINAL_N	ELECTRON MICROSCOPY	2.96	488	281	0	0.1511	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZSS_5	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.07	495	282	0	0.1657	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZSP_5	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	3.14	495	281	0	0.1686	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZSJ_5	BRIL	Q96RJ0	TERMINAL_N	ELECTRON MICROSCOPY	2.8	495	282	0	0.1657	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2
8ZQE_5	BRIL	None	None	ELECTRON MICROSCOPY	2.9	881	0	0	1.0	1.0	0.0	True	False	E1_multi_uniprot_n=3;E6_align_coverage=0.00<0.8;E7_fusion_modelled=0<50;E8_target_modelled=0<80;E9_fusion_disorder=1.00>0.2;E9_target_disorder=1.00>0.2
9PXY_1	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	3.0	622	286	0	0.2832	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.28>0.2
9PXX_4	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	3.1	622	286	0	0.2832	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.28>0.2
9PXW_4	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	3.8	622	287	0	0.2807	1.0	1.0	True	False	E3_resolution=3.80>3.5;E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.28>0.2
9PXV_5	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	3.02	622	286	0	0.2832	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.28>0.2
9PXU_1	BRIL	P35372	TERMINAL_N	ELECTRON MICROSCOPY	3.4	622	287	0	0.2807	1.0	1.0	True	False	E7_fusion_modelled=0<50;E9_fusion_disorder=1.00>0.2;E9_target_disorder=0.28>0.2
9PV0_1	BRIL	Q5HHX4	TERMINAL_C	ELECTRON MICROSCOPY	2.52	495	358	2	0.0604	0.9811	0.9972	True	False	E7_fusion_modelled=2<50;E9_fusion_disorder=0.98>0.2
9PQ4_1	BRIL	None	None	X-RAY DIFFRACTION	1.48	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9PPT_1	BRIL	None	None	X-RAY DIFFRACTION	1.78	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9PPS_1	BRIL	None	None	X-RAY DIFFRACTION	2.0	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9PPR_1	BRIL	None	None	X-RAY DIFFRACTION	1.57	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9PPO_1	BRIL	None	None	X-RAY DIFFRACTION	1.62	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9PPN_1	BRIL	None	None	X-RAY DIFFRACTION	1.87	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
9PPM_1	BRIL	None	None	X-RAY DIFFRACTION	2.53	106	0	106	1.0	0.0	1.0	True	False	E1_not_chimeric_single_uniprot;E8_target_modelled=0<80;E9_target_disorder=1.00>0.2
